company,pct,company,pct,company,pct,company
苏州市科技创新创业投资有限公司,100,苏州市创客天使投资管理有限公司,5.1,库尔勒睛明眼科医院有限公司
苏州市科技创新创业投资有限公司,100,苏州市创客天使投资管理有限公司,5.1,博乐睛明眼科医院有限公司
苏州市科技创新创业投资有限公司,100,苏州市创客天使投资管理有限公司,19.98,苏州清弘环创投资合伙企业（有限合伙）,5,南京霖厚环保科技有限公司
苏州市科技创新创业投资有限公司,100,苏州市创客天使投资管理有限公司,19.98,苏州清弘环创投资合伙企业（有限合伙）,9.3,行星数据科技（北京）有限公司
苏州市科技创新创业投资有限公司,100,苏州市创客天使投资管理有限公司,19.98,苏州清弘环创投资合伙企业（有限合伙）,10,南京管科智能科技有限公司
苏州市科技创新创业投资有限公司,100,苏州市创客天使投资管理有限公司,19.98,苏州清弘环创投资合伙企业（有限合伙）,10,元林（上海）新材料科技有限公司
苏州市科技创新创业投资有限公司,100,苏州市创客天使投资管理有限公司,19.98,苏州清弘环创投资合伙企业（有限合伙）,17.5,苏州沃持环保科技有限公司
苏州市科技创新创业投资有限公司,100,苏州市创客天使投资管理有限公司,19.98,苏州清弘环创投资合伙企业（有限合伙）,10,苏州允清环境能源科技有限公司
苏州市科技创新创业投资有限公司,100,苏州市创客天使投资管理有限公司,19.98,苏州清弘环创投资合伙企业（有限合伙）,9.3,行星数据科技（苏州）有限公司
苏州市科技创新创业投资有限公司,100,苏州市创客天使投资管理有限公司,19.98,苏州清弘环创投资合伙企业（有限合伙）,5,南京圭富铖交通运输有限公司
苏州市科技创新创业投资有限公司,100,苏州市创客天使投资管理有限公司,19.98,苏州清弘环创投资合伙企业（有限合伙）,8.2,氧林（苏州）环保科技有限公司
苏州市科技创新创业投资有限公司,100,苏州市创客天使投资管理有限公司,19.98,苏州清弘环创投资合伙企业（有限合伙）,5,新沂霖厚环境工程设备有限公司
苏州市科技创新创业投资有限公司,100,苏州市创客天使投资管理有限公司,19.98,苏州清弘环创投资合伙企业（有限合伙）,5,南京圭泽铖环保材料有限公司
苏州市科技创新创业投资有限公司,100,苏州市创客天使投资管理有限公司,19.98,苏州清弘环创投资合伙企业（有限合伙）,5,安徽丹铖环保科技有限公司
苏州市科技创新创业投资有限公司,100,苏州市创客天使投资管理有限公司,19.98,苏州清弘环创投资合伙企业（有限合伙）,9.3,行星碳数数据（苏州）有限公司
苏州市科技创新创业投资有限公司,100,苏州市创客天使投资管理有限公司,5.1,平阳睛明眼科医院有限公司
苏州市科技创新创业投资有限公司,100,苏州市创客天使投资管理有限公司,5.1,莒县睛明眼科医院有限公司
苏州市科技创新创业投资有限公司,100,苏州市创客天使投资管理有限公司,5.1,新泰市睛明眼科医院有限公司
苏州市科技创新创业投资有限公司,100,苏州市创客天使投资管理有限公司,5.71,苏州硕英信息科技有限公司
苏州市科技创新创业投资有限公司,100,苏州市创客天使投资管理有限公司,11.43,苏州昊君华兴创业投资合伙企业（有限合伙）,7.56,苏州瑞至杰精密机械制造有限公司
苏州市科技创新创业投资有限公司,100,苏州市创客天使投资管理有限公司,11.43,苏州昊君华兴创业投资合伙企业（有限合伙）,7.56,苏州赛普生物科技股份有限公司
苏州市科技创新创业投资有限公司,100,苏州市创客天使投资管理有限公司,11.43,苏州昊君华兴创业投资合伙企业（有限合伙）,7.56,苏州赛本德生物科技有限公司
苏州市科技创新创业投资有限公司,100,苏州市创客天使投资管理有限公司,11.43,苏州昊君华兴创业投资合伙企业（有限合伙）,7.56,苏州生科云选生物科技有限公司
苏州市科技创新创业投资有限公司,100,苏州市创客天使投资管理有限公司,11.43,苏州昊君华兴创业投资合伙企业（有限合伙）,7.56,赛普生物科技（南通）有限公司
苏州市科技创新创业投资有限公司,100,苏州市创客天使投资管理有限公司,11.43,苏州昊君华兴创业投资合伙企业（有限合伙）,7.56,苏州赛润飞医疗器械科技有限公司
苏州市科技创新创业投资有限公司,100,苏州市创客天使投资管理有限公司,11.43,苏州昊君华兴创业投资合伙企业（有限合伙）,7.56,苏州生科云聘人力资源服务有限公司
苏州市科技创新创业投资有限公司,100,苏州市创客天使投资管理有限公司,5.71,苏州致政大慧智能科技有限公司
苏州市科技创新创业投资有限公司,100,苏州市创客天使投资管理有限公司,5.1,南通青皮树视光科技有限公司
苏州市科技创新创业投资有限公司,100,苏州市创客天使投资管理有限公司,6.4,苏州千里眼医疗科技有限公司
苏州市科技创新创业投资有限公司,100,苏州市创客天使投资管理有限公司,5.8,苏州个纳科技有限公司
苏州市科技创新创业投资有限公司,100,苏州市创客天使投资管理有限公司,6.4,苏州易通捷达信息技术有限公司
苏州市科技创新创业投资有限公司,100,苏州市创客天使投资管理有限公司,5.1,邳州睛明眼科医院有限公司
苏州市科技创新创业投资有限公司,100,苏州市创客天使投资管理有限公司,18,苏州协耀科新创业投资合伙企业（有限合伙）,6.9,苏州星洲生物科技有限公司
苏州市科技创新创业投资有限公司,100,苏州市创客天使投资管理有限公司,18,苏州协耀科新创业投资合伙企业（有限合伙）,28.16,苏州融耀企业管理合伙企业（有限合伙）
苏州市科技创新创业投资有限公司,100,苏州市创客天使投资管理有限公司,18,苏州协耀科新创业投资合伙企业（有限合伙）,10,苏州锐迪欧医药科技有限公司
苏州市科技创新创业投资有限公司,100,苏州市创客天使投资管理有限公司,20,苏州工业园区致道慧湖创业投资合伙企业（有限合伙）,16.65,北京翎辉企业管理合伙企业（有限合伙）
苏州市科技创新创业投资有限公司,100,苏州市创客天使投资管理有限公司,13.33,江苏疌泉敦行创业投资合伙企业（有限合伙）,6,昆山英泰科光学仪器有限公司
苏州市科技创新创业投资有限公司,100,苏州市创客天使投资管理有限公司,13.33,江苏疌泉敦行创业投资合伙企业（有限合伙）,6,昆山市星光宝智能设备有限公司
苏州市科技创新创业投资有限公司,100,苏州市创客天使投资管理有限公司,13.33,江苏疌泉敦行创业投资合伙企业（有限合伙）,6,江苏才道精密仪器有限公司
苏州市科技创新创业投资有限公司,100,苏州市创客天使投资管理有限公司,13.33,江苏疌泉敦行创业投资合伙企业（有限合伙）,8.33,合烯新材料（常州）有限公司
苏州市科技创新创业投资有限公司,100,苏州市创客天使投资管理有限公司,13.33,江苏疌泉敦行创业投资合伙企业（有限合伙）,8.33,合烯电子科技（江苏）有限公司
苏州市科技创新创业投资有限公司,100,苏州市创客天使投资管理有限公司,13.33,江苏疌泉敦行创业投资合伙企业（有限合伙）,5.26,苏州邦器生物技术有限公司
苏州市科技创新创业投资有限公司,100,苏州市创客天使投资管理有限公司,13.33,江苏疌泉敦行创业投资合伙企业（有限合伙）,5.26,苏州邦新生物技术有限公司
苏州市科技创新创业投资有限公司,100,苏州市创客天使投资管理有限公司,16.81,苏州清策创业投资合伙企业（有限合伙）,13.79,合肥国肽生物科技有限公司
苏州市科技创新创业投资有限公司,100,苏州市创客天使投资管理有限公司,16.81,苏州清策创业投资合伙企业（有限合伙）,7.95,修家佳（江苏）科技有限公司
苏州市科技创新创业投资有限公司,100,苏州市创客天使投资管理有限公司,16.81,苏州清策创业投资合伙企业（有限合伙）,49.51,苏州高策极易创业投资合伙企业（有限合伙）
苏州市科技创新创业投资有限公司,100,苏州市创客天使投资管理有限公司,16.81,苏州清策创业投资合伙企业（有限合伙）,13.79,苏州默迪夫生物科技有限公司
苏州市科技创新创业投资有限公司,100,苏州市创客天使投资管理有限公司,16.47,上海则橙企业管理合伙企业（有限合伙）
苏州市科技创新创业投资有限公司,100,苏州市创客天使投资管理有限公司,18.32,苏州国仟医械二期创业投资企业（有限合伙）,13.39,北京极客基因科技有限公司
苏州市科技创新创业投资有限公司,100,苏州市创客天使投资管理有限公司,18.32,苏州国仟医械二期创业投资企业（有限合伙）,13.39,无锡极因科技有限公司
苏州市科技创新创业投资有限公司,100,苏州市创客天使投资管理有限公司,18.32,苏州国仟医械二期创业投资企业（有限合伙）,15.92,上海朴衡科技有限公司
苏州市科技创新创业投资有限公司,100,苏州市创客天使投资管理有限公司,18.32,苏州国仟医械二期创业投资企业（有限合伙）,13.39,苏州极客基因科技有限公司
苏州市科技创新创业投资有限公司,100,苏州市创客天使投资管理有限公司,18.32,苏州国仟医械二期创业投资企业（有限合伙）,15.92,苏州朴衡科技有限公司
苏州市科技创新创业投资有限公司,100,苏州市创客天使投资管理有限公司,14.02,苏州岚湖卓璞创业投资合伙企业（有限合伙）,8.64,武汉糖智药业有限公司
苏州市科技创新创业投资有限公司,100,苏州市创客天使投资管理有限公司,14.02,苏州岚湖卓璞创业投资合伙企业（有限合伙）,8.64,青岛糖智医药科技有限公司
苏州市科技创新创业投资有限公司,100,苏州市创客天使投资管理有限公司,14.02,苏州岚湖卓璞创业投资合伙企业（有限合伙）,8.64,深圳鹏成生物医药有限公司
苏州市科技创新创业投资有限公司,100,苏州市创客天使投资管理有限公司,14.02,苏州岚湖卓璞创业投资合伙企业（有限合伙）,99.86,苏州岚湖胜赢企业管理合伙企业（有限合伙）
